table_name,column_name,japanese_name,description,total_rows,filled_count,fillrate,code_values,remarks,is_existing,priority,selection_reason
jvd_se,corner_1,corner_1,corner_1フィールド,739040,739040,100.0,,,False,S,レース成績（最重要）
jvd_se,corner_2,corner_2,corner_2フィールド,739040,739040,100.0,,,False,S,レース成績（最重要）
jvd_se,corner_3,corner_3,corner_3フィールド,739040,739040,100.0,,,False,S,レース成績（最重要）
jvd_se,corner_4,corner_4,corner_4フィールド,739040,739040,100.0,,,False,S,レース成績（最重要）
jvd_se,data_kubun,データ区分,速報・確定などのデータ種別,739040,739040,100.0,1:速報 2:確定 3:特別登録,,False,S,レース成績（最重要）
jvd_ra,babajotai_code_dirt,babajotai_code_dirt,babajotai_code_dirtフィールド,59851,59851,100.0,,,True,S,レース基本情報
jvd_ra,babajotai_code_shiba,babajotai_code_shiba,babajotai_code_shibaフィールド,59851,59851,100.0,,,True,S,レース基本情報
jvd_ra,grade_code,グレードコード,レースのグレード・格付け,59851,59851,100.0,1:GⅠ 2:GⅡ 3:GⅢ 4:重賞(地) 5:OP 6:Listed A:GⅠ(海外) B:GⅡ(海外) C:GⅢ(海外),,True,S,レース基本情報
jvd_ra,hasso_jikoku,発走時刻,レースの発走時刻,59851,59851,100.0,HHmm形式 例:1540=15:40,,True,S,レース基本情報
jvd_ra,kaisai_kai,開催回,同一競馬場での年内開催回数,59851,59851,100.0,第N回,,True,S,レース基本情報
jvd_ra,kaisai_nen,開催年,競走が行われた年（西暦）,59851,59851,100.0,例:2024,,True,S,レース基本情報
jvd_ra,kaisai_nichime,開催日目,開催何日目か,59851,59851,100.0,第N日,,True,S,レース基本情報
jvd_ra,kaisai_tsukihi,開催月日,競走が行われた月日,59851,59851,100.0,MMDD形式 例:0526,,True,S,レース基本情報
jvd_ra,keibajo_code,競馬場コード,競馬場の識別コード,59851,59851,100.0,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,,True,S,レース基本情報
jvd_ra,kyori,距離,コースの競走距離,59851,59851,100.0,単位:m 例:1600,,True,S,レース基本情報
jvd_ra,race_bango,レース番号,その日のレース番号,59851,59851,100.0,01〜12,,True,S,レース基本情報
jvd_ra,shusso_tosu,出走頭数,実際に出走した頭数,59851,59851,100.0,,,True,S,レース基本情報
jvd_ra,tenko_code,天候コード,レース当日の天候,59851,59851,100.0,1:晴 2:曇 3:雨 4:小雨 5:雪 6:小雪,,True,S,レース基本情報
jvd_ra,track_code,トラックコード,芝・ダート・内外・向きの組み合わせ,59851,59851,100.0,10:芝右 11:芝右外 15:芝左 16:芝左外 17:芝直線 20:ダート右 21:ダート右外 25:ダート左 26:ダート左外 51:障害(芝),,True,S,レース基本情報
jvd_ra,corner_tsuka_juni_1,corner_tsuka_juni_1,corner_tsuka_juni_1フィールド,59851,59851,100.0,,,False,S,レース基本情報
jvd_ra,corner_tsuka_juni_2,corner_tsuka_juni_2,corner_tsuka_juni_2フィールド,59851,59851,100.0,,,False,S,レース基本情報
jvd_ra,corner_tsuka_juni_3,corner_tsuka_juni_3,corner_tsuka_juni_3フィールド,59851,59851,100.0,,,False,S,レース基本情報
jvd_ra,corner_tsuka_juni_4,corner_tsuka_juni_4,corner_tsuka_juni_4フィールド,59851,59851,100.0,,,False,S,レース基本情報
jvd_ra,course_kubun,コース区分,使用コースの区分,59851,59851,100.0,A/B/C/D/E,,False,S,レース基本情報
jvd_ra,course_kubun_henkomae,course_kubun_henkomae,course_kubun_henkomaeフィールド,59851,59851,100.0,,,False,S,レース基本情報
jvd_ra,data_kubun,データ区分,速報・確定などのデータ種別,59851,59851,100.0,1:速報 2:確定 3:特別登録,,False,S,レース基本情報
jvd_ra,data_sakusei_nengappi,データ作成年月日,JRA-VANがデータを作成した日付,59851,59851,100.0,YYYYMMDD形式,,False,S,レース基本情報
jvd_ra,fukashokin,付加賞金,レースの付加賞金額,59851,59851,100.0,単位:万円,,False,S,レース基本情報
jvd_ra,fukashokin_henkomae,fukashokin_henkomae,fukashokin_henkomaeフィールド,59851,59851,100.0,,,False,S,レース基本情報
jvd_ra,grade_code_henkomae,grade_code_henkomae,grade_code_henkomaeフィールド,59851,59851,100.0,,,False,S,レース基本情報
jvd_hr,kaisai_kai,開催回,同一競馬場での年内開催回数,34548,34548,100.0,第N回,,True,S,血統情報
jvd_hr,kaisai_nen,開催年,競走が行われた年（西暦）,34548,34548,100.0,例:2024,,True,S,血統情報
jvd_hr,kaisai_nichime,開催日目,開催何日目か,34548,34548,100.0,第N日,,True,S,血統情報
jvd_hr,kaisai_tsukihi,開催月日,競走が行われた月日,34548,34548,100.0,MMDD形式 例:0526,,True,S,血統情報
jvd_hr,keibajo_code,競馬場コード,競馬場の識別コード,34548,34548,100.0,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,,True,S,血統情報
jvd_hr,race_bango,レース番号,その日のレース番号,34548,34548,100.0,01〜12,,True,S,血統情報
jvd_hr,shusso_tosu,出走頭数,実際に出走した頭数,34548,34548,100.0,,,True,S,血統情報
jvd_hr,data_kubun,データ区分,速報・確定などのデータ種別,34548,34548,100.0,1:速報 2:確定 3:特別登録,,False,S,血統情報
jvd_hr,data_sakusei_nengappi,データ作成年月日,JRA-VANがデータを作成した日付,34548,34548,100.0,YYYYMMDD形式,,False,S,血統情報
jvd_hr,fuseiritsu_flag_fukusho,fuseiritsu_flag_fukusho,fuseiritsu_flag_fukushoフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_hr,fuseiritsu_flag_sanrenpuku,fuseiritsu_flag_sanrenpuku,fuseiritsu_flag_sanrenpukuフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_hr,fuseiritsu_flag_sanrentan,fuseiritsu_flag_sanrentan,fuseiritsu_flag_sanrentanフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_hr,fuseiritsu_flag_tansho,fuseiritsu_flag_tansho,fuseiritsu_flag_tanshoフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_hr,fuseiritsu_flag_umaren,fuseiritsu_flag_umaren,fuseiritsu_flag_umarenフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_hr,fuseiritsu_flag_umatan,fuseiritsu_flag_umatan,fuseiritsu_flag_umatanフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_hr,fuseiritsu_flag_wakuren,fuseiritsu_flag_wakuren,fuseiritsu_flag_wakurenフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_hr,fuseiritsu_flag_wide,fuseiritsu_flag_wide,fuseiritsu_flag_wideフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_hr,haraimodoshi_fukusho_1a,haraimodoshi_fukusho_1a,haraimodoshi_fukusho_1aフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_hr,haraimodoshi_fukusho_1b,haraimodoshi_fukusho_1b,haraimodoshi_fukusho_1bフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_hr,haraimodoshi_fukusho_1c,haraimodoshi_fukusho_1c,haraimodoshi_fukusho_1cフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_hr,haraimodoshi_fukusho_2a,haraimodoshi_fukusho_2a,haraimodoshi_fukusho_2aフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_hr,haraimodoshi_fukusho_2b,haraimodoshi_fukusho_2b,haraimodoshi_fukusho_2bフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_hr,haraimodoshi_fukusho_2c,haraimodoshi_fukusho_2c,haraimodoshi_fukusho_2cフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_hr,haraimodoshi_fukusho_3a,haraimodoshi_fukusho_3a,haraimodoshi_fukusho_3aフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_hr,haraimodoshi_fukusho_3b,haraimodoshi_fukusho_3b,haraimodoshi_fukusho_3bフィールド,34548,34548,100.0,,,False,S,血統情報
jvd_ck,kaisai_kai,開催回,同一競馬場での年内開催回数,483981,483981,100.0,第N回,,True,A,レース詳細情報
jvd_ck,kaisai_nen,開催年,競走が行われた年（西暦）,483981,483981,100.0,例:2024,,True,A,レース詳細情報
jvd_ck,kaisai_nichime,開催日目,開催何日目か,483981,483981,100.0,第N日,,True,A,レース詳細情報
jvd_ck,kaisai_tsukihi,開催月日,競走が行われた月日,483981,483981,100.0,MMDD形式 例:0526,,True,A,レース詳細情報
jvd_ck,keibajo_code,競馬場コード,競馬場の識別コード,483981,483981,100.0,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,,True,A,レース詳細情報
jvd_ck,race_bango,レース番号,その日のレース番号,483981,483981,100.0,01〜12,,True,A,レース詳細情報
jvd_ck,bamei,馬名,競走馬の正式名称,483981,483981,100.0,最大36バイト(全角),,False,A,レース詳細情報
jvd_ck,banushi_code,馬主コード,馬主の固有コード,483981,483981,100.0,5桁英数字,,False,A,レース詳細情報
jvd_ck,banushimei,馬主名,馬主の氏名または法人名,483981,483981,100.0,最大64バイト,,False,A,レース詳細情報
jvd_ck,banushimei_hojinkaku,banushimei_hojinkaku,banushimei_hojinkakuフィールド,483981,483981,100.0,,,False,A,レース詳細情報
jvd_ck,chokyoshi_code,調教師コード,調教師の固有コード（JRA公式）,483981,483981,100.0,5桁数字,,False,A,レース詳細情報
jvd_ck,chokyoshimei,chokyoshimei,chokyoshimeiフィールド,483981,483981,100.0,,,False,A,レース詳細情報
jvd_ck,chuo_gokei,chuo_gokei,chuo_gokeiフィールド,483981,483981,100.0,,,False,A,レース詳細情報
jvd_ck,data_kubun,データ区分,速報・確定などのデータ種別,483981,483981,100.0,1:速報 2:確定 3:特別登録,,False,A,レース詳細情報
jvd_ck,data_sakusei_nengappi,データ作成年月日,JRA-VANがデータを作成した日付,483981,483981,100.0,YYYYMMDD形式,,False,A,レース詳細情報
jvd_ck,dirt_1200_ika,dirt_1200_ika,dirt_1200_ikaフィールド,483981,483981,100.0,,,False,A,レース詳細情報
jvd_ck,dirt_1201_1400,dirt_1201_1400,dirt_1201_1400フィールド,483981,483981,100.0,,,False,A,レース詳細情報
jvd_ck,dirt_1401_1600,dirt_1401_1600,dirt_1401_1600フィールド,483981,483981,100.0,,,False,A,レース詳細情報
jvd_ck,dirt_1601_1800,dirt_1601_1800,dirt_1601_1800フィールド,483981,483981,100.0,,,False,A,レース詳細情報
jvd_ck,dirt_1801_2000,dirt_1801_2000,dirt_1801_2000フィールド,483981,483981,100.0,,,False,A,レース詳細情報
jvd_ck,dirt_2001_2200,dirt_2001_2200,dirt_2001_2200フィールド,483981,483981,100.0,,,False,A,レース詳細情報
jvd_ck,dirt_2201_2400,dirt_2201_2400,dirt_2201_2400フィールド,483981,483981,100.0,,,False,A,レース詳細情報
jvd_ck,dirt_2401_2800,dirt_2401_2800,dirt_2401_2800フィールド,483981,483981,100.0,,,False,A,レース詳細情報
jvd_ck,dirt_2801_ijo,dirt_2801_ijo,dirt_2801_ijoフィールド,483981,483981,100.0,,,False,A,レース詳細情報
jvd_ck,dirt_choku,dirt_choku,dirt_chokuフィールド,483981,483981,100.0,,,False,A,レース詳細情報
jvd_h1,kaisai_kai,開催回,同一競馬場での年内開催回数,34516,34516,100.0,第N回,,True,A,払戻オッズ（単勝・複勝）
jvd_h1,kaisai_nen,開催年,競走が行われた年（西暦）,34516,34516,100.0,例:2024,,True,A,払戻オッズ（単勝・複勝）
jvd_h1,kaisai_nichime,開催日目,開催何日目か,34516,34516,100.0,第N日,,True,A,払戻オッズ（単勝・複勝）
jvd_h1,kaisai_tsukihi,開催月日,競走が行われた月日,34516,34516,100.0,MMDD形式 例:0526,,True,A,払戻オッズ（単勝・複勝）
jvd_h1,keibajo_code,競馬場コード,競馬場の識別コード,34516,34516,100.0,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,,True,A,払戻オッズ（単勝・複勝）
jvd_h1,race_bango,レース番号,その日のレース番号,34516,34516,100.0,01〜12,,True,A,払戻オッズ（単勝・複勝）
jvd_h1,shusso_tosu,出走頭数,実際に出走した頭数,34516,34516,100.0,,,True,A,払戻オッズ（単勝・複勝）
jvd_h1,data_kubun,データ区分,速報・確定などのデータ種別,34516,34516,100.0,1:速報 2:確定 3:特別登録,,False,A,払戻オッズ（単勝・複勝）
jvd_h1,data_sakusei_nengappi,データ作成年月日,JRA-VANがデータを作成した日付,34516,34516,100.0,YYYYMMDD形式,,False,A,払戻オッズ（単勝・複勝）
jvd_h1,fukusho_chakubarai_key,fukusho_chakubarai_key,fukusho_chakubarai_keyフィールド,34516,34516,100.0,,,False,A,払戻オッズ（単勝・複勝）
jvd_h1,hatsubai_flag_fukusho,hatsubai_flag_fukusho,hatsubai_flag_fukushoフィールド,34516,34516,100.0,,,False,A,払戻オッズ（単勝・複勝）
jvd_h1,hatsubai_flag_sanrenpuku,hatsubai_flag_sanrenpuku,hatsubai_flag_sanrenpukuフィールド,34516,34516,100.0,,,False,A,払戻オッズ（単勝・複勝）
jvd_h1,hatsubai_flag_tansho,hatsubai_flag_tansho,hatsubai_flag_tanshoフィールド,34516,34516,100.0,,,False,A,払戻オッズ（単勝・複勝）
jvd_h1,hatsubai_flag_umaren,hatsubai_flag_umaren,hatsubai_flag_umarenフィールド,34516,34516,100.0,,,False,A,払戻オッズ（単勝・複勝）
jvd_h1,hatsubai_flag_umatan,hatsubai_flag_umatan,hatsubai_flag_umatanフィールド,34516,34516,100.0,,,False,A,払戻オッズ（単勝・複勝）
jvd_h1,hatsubai_flag_wakuren,hatsubai_flag_wakuren,hatsubai_flag_wakurenフィールド,34516,34516,100.0,,,False,A,払戻オッズ（単勝・複勝）
jvd_h1,hatsubai_flag_wide,hatsubai_flag_wide,hatsubai_flag_wideフィールド,34516,34516,100.0,,,False,A,払戻オッズ（単勝・複勝）
jvd_h1,henkan_dowaku_joho,henkan_dowaku_joho,henkan_dowaku_johoフィールド,34516,34516,100.0,,,False,A,払戻オッズ（単勝・複勝）
jvd_h1,henkan_hyosu_gokei_fukusho,henkan_hyosu_gokei_fukusho,henkan_hyosu_gokei_fukushoフィールド,34516,34516,100.0,,,False,A,払戻オッズ（単勝・複勝）
jvd_h1,henkan_hyosu_gokei_sanrenpuku,henkan_hyosu_gokei_sanrenpuku,henkan_hyosu_gokei_sanrenpukuフィールド,34516,34516,100.0,,,False,A,払戻オッズ（単勝・複勝）
jvd_h6,kaisai_kai,開催回,同一競馬場での年内開催回数,34516,34516,100.0,第N回,,True,A,払戻オッズ（3連単）
jvd_h6,kaisai_nen,開催年,競走が行われた年（西暦）,34516,34516,100.0,例:2024,,True,A,払戻オッズ（3連単）
jvd_h6,kaisai_nichime,開催日目,開催何日目か,34516,34516,100.0,第N日,,True,A,払戻オッズ（3連単）
jvd_h6,kaisai_tsukihi,開催月日,競走が行われた月日,34516,34516,100.0,MMDD形式 例:0526,,True,A,払戻オッズ（3連単）
jvd_h6,keibajo_code,競馬場コード,競馬場の識別コード,34516,34516,100.0,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,,True,A,払戻オッズ（3連単）
jvd_h6,race_bango,レース番号,その日のレース番号,34516,34516,100.0,01〜12,,True,A,払戻オッズ（3連単）
jvd_h6,shusso_tosu,出走頭数,実際に出走した頭数,34516,34516,100.0,,,True,A,払戻オッズ（3連単）
jvd_h6,data_kubun,データ区分,速報・確定などのデータ種別,34516,34516,100.0,1:速報 2:確定 3:特別登録,,False,A,払戻オッズ（3連単）
jvd_h6,data_sakusei_nengappi,データ作成年月日,JRA-VANがデータを作成した日付,34516,34516,100.0,YYYYMMDD形式,,False,A,払戻オッズ（3連単）
jvd_h6,hatsubai_flag_sanrentan,hatsubai_flag_sanrentan,hatsubai_flag_sanrentanフィールド,34516,34516,100.0,,,False,A,払戻オッズ（3連単）
jvd_dm,kaisai_kai,開催回,同一競馬場での年内開催回数,34548,34548,100.0,第N回,,True,A,馬体重
jvd_dm,kaisai_nen,開催年,競走が行われた年（西暦）,34548,34548,100.0,例:2024,,True,A,馬体重
jvd_dm,kaisai_nichime,開催日目,開催何日目か,34548,34548,100.0,第N日,,True,A,馬体重
jvd_dm,kaisai_tsukihi,開催月日,競走が行われた月日,34548,34548,100.0,MMDD形式 例:0526,,True,A,馬体重
jvd_dm,keibajo_code,競馬場コード,競馬場の識別コード,34548,34548,100.0,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,,True,A,馬体重
jvd_dm,race_bango,レース番号,その日のレース番号,34548,34548,100.0,01〜12,,True,A,馬体重
jvd_dm,data_kubun,データ区分,速報・確定などのデータ種別,34548,34548,100.0,1:速報 2:確定 3:特別登録,,False,A,馬体重
jvd_dm,data_sakusei_jifun,data_sakusei_jifun,data_sakusei_jifunフィールド,34548,34548,100.0,,,False,A,馬体重
jvd_dm,data_sakusei_nengappi,データ作成年月日,JRA-VANがデータを作成した日付,34548,34548,100.0,YYYYMMDD形式,,False,A,馬体重
jvd_dm,mining_yoso_01,mining_yoso_01,mining_yoso_01フィールド,34548,34548,100.0,,,False,A,馬体重
jvd_dm,mining_yoso_02,mining_yoso_02,mining_yoso_02フィールド,34548,34548,100.0,,,False,A,馬体重
jvd_dm,mining_yoso_03,mining_yoso_03,mining_yoso_03フィールド,34548,34548,100.0,,,False,A,馬体重
jvd_dm,mining_yoso_04,mining_yoso_04,mining_yoso_04フィールド,34548,34548,100.0,,,False,A,馬体重
jvd_dm,mining_yoso_05,mining_yoso_05,mining_yoso_05フィールド,34548,34548,100.0,,,False,A,馬体重
jvd_dm,mining_yoso_06,mining_yoso_06,mining_yoso_06フィールド,34548,34548,100.0,,,False,A,馬体重
jrd_kyi,idm,IDM（スピード指数）,JRDBが算出した総合スピード指数,4828,4828,100.0,高いほど能力が高い,,True,B,JRDB 競走馬指数
jrd_kyi,joho_shisu,情報指数,JRDB独自の情報指数,4828,4828,100.0,パドック・調教情報等を総合,,True,B,JRDB 競走馬指数
jrd_kyi,kaisai_kai,開催回,同一競馬場での年内開催回数,4828,4828,100.0,第N回,,True,B,JRDB 競走馬指数
jrd_kyi,kaisai_nichime,開催日目,開催何日目か,4828,4828,100.0,第N日,,True,B,JRDB 競走馬指数
jrd_kyi,keibajo_code,競馬場コード,競馬場の識別コード,4828,4828,100.0,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,,True,B,JRDB 競走馬指数
jrd_kyi,kishu_shisu,騎手指数,JRDBの騎手能力指数,4828,4828,100.0,騎手の近走成績を数値化,,True,B,JRDB 競走馬指数
jrd_kyi,race_bango,レース番号,その日のレース番号,4828,4828,100.0,01〜12,,True,B,JRDB 競走馬指数
jrd_kyi,race_shikonen,レース施行年,競走が施行された年コード,4828,4828,100.0,YYYY形式,,True,B,JRDB 競走馬指数
jrd_kyi,umaban,馬番,出走馬の番号,4828,4828,100.0,01〜18,,True,B,JRDB 競走馬指数
jrd_kyi,bamei,馬名,競走馬の正式名称,4828,4828,100.0,最大36バイト(全角),,False,B,JRDB 競走馬指数
jrd_kyi,ketto_toroku_bango,血統登録番号,馬の一意識別番号（JRA公式）,4828,4828,100.0,10桁数字,,False,B,JRDB 競走馬指数
jrd_sed,kaisai_kai,開催回,同一競馬場での年内開催回数,3696,3696,100.0,第N回,,True,B,JRDB 成績
jrd_sed,kaisai_nen,開催年,競走が行われた年（西暦）,3696,3696,100.0,例:2024,,True,B,JRDB 成績
jrd_sed,kaisai_nichime,開催日目,開催何日目か,3696,3696,100.0,第N日,,True,B,JRDB 成績
jrd_sed,kaisai_tsukihi,開催月日,競走が行われた月日,3696,3696,100.0,MMDD形式 例:0526,,True,B,JRDB 成績
jrd_sed,keibajo_code,競馬場コード,競馬場の識別コード,3696,3696,100.0,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,,True,B,JRDB 成績
jrd_sed,race_bango,レース番号,その日のレース番号,3696,3696,100.0,01〜12,,True,B,JRDB 成績
jrd_sed,race_shikonen,レース施行年,競走が施行された年コード,3696,3696,100.0,YYYY形式,,True,B,JRDB 成績
jrd_sed,umaban,馬番,出走馬の番号,3696,3696,100.0,01〜18,,True,B,JRDB 成績
jrd_sed,bamei,馬名,競走馬の正式名称,3696,3696,100.0,最大36バイト(全角),,False,B,JRDB 成績
jrd_sed,ketto_toroku_bango,血統登録番号,馬の一意識別番号（JRA公式）,3696,3696,100.0,10桁数字,,False,B,JRDB 成績
jrd_bac,grade_code,グレードコード,レースのグレード・格付け,110,110,100.0,1:GⅠ 2:GⅡ 3:GⅢ 4:重賞(地) 5:OP 6:Listed A:GⅠ(海外) B:GⅡ(海外) C:GⅢ(海外),,True,B,JRDB レース基本
jrd_bac,hasso_jikoku,発走時刻,レースの発走時刻,110,110,100.0,HHmm形式 例:1540=15:40,,True,B,JRDB レース基本
jrd_bac,kaisai_kai,開催回,同一競馬場での年内開催回数,110,110,100.0,第N回,,True,B,JRDB レース基本
jrd_bac,kaisai_nichime,開催日目,開催何日目か,110,110,100.0,第N日,,True,B,JRDB レース基本
jrd_bac,kaisai_tsukihi,開催月日,競走が行われた月日,110,110,100.0,MMDD形式 例:0526,,True,B,JRDB レース基本
jrd_bac,keibajo_code,競馬場コード,競馬場の識別コード,110,110,100.0,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,,True,B,JRDB レース基本
jrd_bac,kyori,距離,コースの競走距離,110,110,100.0,単位:m 例:1600,,True,B,JRDB レース基本
jrd_bac,race_bango,レース番号,その日のレース番号,110,110,100.0,01〜12,,True,B,JRDB レース基本
jrd_bac,race_shikonen,レース施行年,競走が施行された年コード,110,110,100.0,YYYY形式,,True,B,JRDB レース基本
jrd_bac,track_code,トラックコード,芝・ダート・内外・向きの組み合わせ,110,110,100.0,10:芝右 11:芝右外 15:芝左 16:芝左外 17:芝直線 20:ダート右 21:ダート右外 25:ダート左 26:ダート左外 51:障害(芝),,True,B,JRDB レース基本
jrd_bac,baken_hatsubai_flag,馬券発売フラグ,各券種の発売有無を示すフラグ列,110,110,100.0,各桁が券種に対応,,False,B,JRDB レース基本
jrd_bac,course_kubun,コース区分,使用コースの区分,110,110,100.0,A/B/C/D/E,,False,B,JRDB レース基本
jrd_bac,data_kubun,データ区分,速報・確定などのデータ種別,110,110,100.0,1:速報 2:確定 3:特別登録,,False,B,JRDB レース基本
jrd_bac,fukashokin,付加賞金,レースの付加賞金額,110,110,100.0,単位:万円,,False,B,JRDB レース基本
jrd_bac,honshokin,本賞金,レースの本賞金額,110,110,100.0,単位:万円,,False,B,JRDB レース基本
jrd_cyb,kaisai_kai,開催回,同一競馬場での年内開催回数,3081,3081,100.0,第N回,,True,B,JRDB 調教
jrd_cyb,kaisai_nichime,開催日目,開催何日目か,3081,3081,100.0,第N日,,True,B,JRDB 調教
jrd_cyb,keibajo_code,競馬場コード,競馬場の識別コード,3081,3081,100.0,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,,True,B,JRDB 調教
jrd_cyb,race_bango,レース番号,その日のレース番号,3081,3081,100.0,01〜12,,True,B,JRDB 調教
jrd_cyb,race_shikonen,レース施行年,競走が施行された年コード,3081,3081,100.0,YYYY形式,,True,B,JRDB 調教
jrd_cyb,umaban,馬番,出走馬の番号,3081,3081,100.0,01〜18,,True,B,JRDB 調教
jrd_joa,kaisai_kai,開催回,同一競馬場での年内開催回数,4828,4828,100.0,第N回,,True,B,JRDB 騎手
jrd_joa,kaisai_nichime,開催日目,開催何日目か,4828,4828,100.0,第N日,,True,B,JRDB 騎手
jrd_joa,keibajo_code,競馬場コード,競馬場の識別コード,4828,4828,100.0,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,,True,B,JRDB 騎手
jrd_joa,race_bango,レース番号,その日のレース番号,4828,4828,100.0,01〜12,,True,B,JRDB 騎手
jrd_joa,race_shikonen,レース施行年,競走が施行された年コード,4828,4828,100.0,YYYY形式,,True,B,JRDB 騎手
jrd_joa,umaban,馬番,出走馬の番号,4828,4828,100.0,01〜18,,True,B,JRDB 騎手
jrd_joa,bamei,馬名,競走馬の正式名称,4828,4828,100.0,最大36バイト(全角),,False,B,JRDB 騎手
